=== Suite started at 2021-12-10 23:36:14
=== Starting test, 1586 test cases
=cases         1586
=case          ejabberd_SUITE:muc_config_allow_voice_requests_slave
=group_props   [{name,"muc_config_allow_voice_requests"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1472 {ejabberd_SUITE,muc_config_allow_voice_requests_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_voice_request_interval_master
=group_props   [{name,"muc_config_voice_request_interval"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1473 {ejabberd_SUITE,muc_config_voice_request_interval_master} ***
=== 
=case          ejabberd_SUITE:muc_config_voice_request_interval_slave
=group_props   [{name,"muc_config_voice_request_interval"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1474 {ejabberd_SUITE,muc_config_voice_request_interval_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_visitor_nickchange_master
=group_props   [{name,"muc_config_visitor_nickchange"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1475 {ejabberd_SUITE,muc_config_visitor_nickchange_master} ***
=== 
=case          ejabberd_SUITE:muc_config_visitor_nickchange_slave
=group_props   [{name,"muc_config_visitor_nickchange"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1476 {ejabberd_SUITE,muc_config_visitor_nickchange_slave} ***
=== 
=case          ejabberd_SUITE:muc_join_conflict_master
=group_props   [{name,"muc_join_conflict"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1477 {ejabberd_SUITE,muc_join_conflict_master} ***
=== 
=case          ejabberd_SUITE:muc_join_conflict_slave
=group_props   [{name,"muc_join_conflict"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1478 {ejabberd_SUITE,muc_join_conflict_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_bare_jid_master
=group_props   [{name,"privacy_deny_bare_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1479 {ejabberd_SUITE,privacy_deny_bare_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_bare_jid_slave
=group_props   [{name,"privacy_deny_bare_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1480 {ejabberd_SUITE,privacy_deny_bare_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_full_jid_master
=group_props   [{name,"privacy_deny_full_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1481 {ejabberd_SUITE,privacy_deny_full_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_full_jid_slave
=group_props   [{name,"privacy_deny_full_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1482 {ejabberd_SUITE,privacy_deny_full_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_bare_jid_master
=group_props   [{name,"privacy_deny_server_bare_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1483 {ejabberd_SUITE,privacy_deny_server_bare_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_bare_jid_slave
=group_props   [{name,"privacy_deny_server_bare_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1484 {ejabberd_SUITE,privacy_deny_server_bare_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_full_jid_master
=group_props   [{name,"privacy_deny_server_full_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1485 {ejabberd_SUITE,privacy_deny_server_full_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_full_jid_slave
=group_props   [{name,"privacy_deny_server_full_jid"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1486 {ejabberd_SUITE,privacy_deny_server_full_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_group_master
=group_props   [{name,"privacy_deny_group"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1487 {ejabberd_SUITE,privacy_deny_group_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_group_slave
=group_props   [{name,"privacy_deny_group"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1488 {ejabberd_SUITE,privacy_deny_group_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_both_master
=group_props   [{name,"privacy_deny_sub_both"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1489 {ejabberd_SUITE,privacy_deny_sub_both_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_both_slave
=group_props   [{name,"privacy_deny_sub_both"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1490 {ejabberd_SUITE,privacy_deny_sub_both_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_from_master
=group_props   [{name,"privacy_deny_sub_from"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1491 {ejabberd_SUITE,privacy_deny_sub_from_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_from_slave
=group_props   [{name,"privacy_deny_sub_from"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1492 {ejabberd_SUITE,privacy_deny_sub_from_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_to_master
=group_props   [{name,"privacy_deny_sub_to"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1493 {ejabberd_SUITE,privacy_deny_sub_to_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_to_slave
=group_props   [{name,"privacy_deny_sub_to"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1494 {ejabberd_SUITE,privacy_deny_sub_to_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_none_master
=group_props   [{name,"privacy_deny_sub_none"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1495 {ejabberd_SUITE,privacy_deny_sub_none_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_none_slave
=group_props   [{name,"privacy_deny_sub_none"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1496 {ejabberd_SUITE,privacy_deny_sub_none_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_all_master
=group_props   [{name,"privacy_deny_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1497 {ejabberd_SUITE,privacy_deny_all_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_all_slave
=group_props   [{name,"privacy_deny_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1498 {ejabberd_SUITE,privacy_deny_all_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_offline_master
=group_props   [{name,"privacy_deny_offline"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1499 {ejabberd_SUITE,privacy_deny_offline_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_offline_slave
=group_props   [{name,"privacy_deny_offline"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1500 {ejabberd_SUITE,privacy_deny_offline_slave} ***
=== 
=case          ejabberd_SUITE:privacy_block_master
=group_props   [{name,"privacy_block"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1501 {ejabberd_SUITE,privacy_block_master} ***
=== 
=case          ejabberd_SUITE:privacy_block_slave
=group_props   [{name,"privacy_block"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1502 {ejabberd_SUITE,privacy_block_slave} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_master
=group_props   [{name,"privacy_unblock"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1503 {ejabberd_SUITE,privacy_unblock_master} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_slave
=group_props   [{name,"privacy_unblock"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1504 {ejabberd_SUITE,privacy_unblock_slave} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_all_master
=group_props   [{name,"privacy_unblock_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1505 {ejabberd_SUITE,privacy_unblock_all_master} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_all_slave
=group_props   [{name,"privacy_unblock_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1506 {ejabberd_SUITE,privacy_unblock_all_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_publish_master
=group_props   [{name,"pubsub_publish"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1507 {ejabberd_SUITE,pubsub_publish_master} ***
=== 
=case          ejabberd_SUITE:pubsub_publish_slave
=group_props   [{name,"pubsub_publish"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1508 {ejabberd_SUITE,pubsub_publish_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_subscriptions_master
=group_props   [{name,"pubsub_subscriptions"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1509 {ejabberd_SUITE,pubsub_subscriptions_master} ***
=== 
=case          ejabberd_SUITE:pubsub_subscriptions_slave
=group_props   [{name,"pubsub_subscriptions"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1510 {ejabberd_SUITE,pubsub_subscriptions_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_affiliations_master
=group_props   [{name,"pubsub_affiliations"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1511 {ejabberd_SUITE,pubsub_affiliations_master} ***
=== 
=case          ejabberd_SUITE:pubsub_affiliations_slave
=group_props   [{name,"pubsub_affiliations"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1512 {ejabberd_SUITE,pubsub_affiliations_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_authorize_master
=group_props   [{name,"pubsub_authorize"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1513 {ejabberd_SUITE,pubsub_authorize_master} ***
=== 
=case          ejabberd_SUITE:pubsub_authorize_slave
=group_props   [{name,"pubsub_authorize"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1514 {ejabberd_SUITE,pubsub_authorize_slave} ***
=== 
=case          ejabberd_SUITE:roster_subscribe_master
=group_props   [{name,"roster_subscribe"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1515 {ejabberd_SUITE,roster_subscribe_master} ***
=== 
=case          ejabberd_SUITE:roster_subscribe_slave
=group_props   [{name,"roster_subscribe"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1516 {ejabberd_SUITE,roster_subscribe_slave} ***
=== 
=case          ejabberd_SUITE:offline_flex_master
=group_props   [{name,"offline_flex"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1517 {ejabberd_SUITE,offline_flex_master} ***
=== 
=case          ejabberd_SUITE:offline_flex_slave
=group_props   [{name,"offline_flex"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1518 {ejabberd_SUITE,offline_flex_slave} ***
=== 
=case          ejabberd_SUITE:offline_send_all_master
=group_props   [{name,"offline_send_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1519 {ejabberd_SUITE,offline_send_all_master} ***
=== 
=case          ejabberd_SUITE:offline_send_all_slave
=group_props   [{name,"offline_send_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1520 {ejabberd_SUITE,offline_send_all_slave} ***
=== 
=case          ejabberd_SUITE:offline_from_mam_master
=group_props   [{name,"offline_from_mam"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1521 {ejabberd_SUITE,offline_from_mam_master} ***
=== 
=case          ejabberd_SUITE:offline_from_mam_slave
=group_props   [{name,"offline_from_mam"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1522 {ejabberd_SUITE,offline_from_mam_slave} ***
=== 
=case          ejabberd_SUITE:offline_mucsub_mam_master
=group_props   [{name,"offline_mucsub_mam"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1523 {ejabberd_SUITE,offline_mucsub_mam_master} ***
=== 
=case          ejabberd_SUITE:offline_mucsub_mam_slave
=group_props   [{name,"offline_mucsub_mam"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1524 {ejabberd_SUITE,offline_mucsub_mam_slave} ***
=== 
=case          ejabberd_SUITE:mam_archived_and_stanza_id_master
=group_props   [{name,"mam_archived_and_stanza_id"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1525 {ejabberd_SUITE,mam_archived_and_stanza_id_master} ***
=== 
=case          ejabberd_SUITE:mam_archived_and_stanza_id_slave
=group_props   [{name,"mam_archived_and_stanza_id"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1526 {ejabberd_SUITE,mam_archived_and_stanza_id_slave} ***
=== 
=case          ejabberd_SUITE:mam_query_all_master
=group_props   [{name,"mam_query_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1527 {ejabberd_SUITE,mam_query_all_master} ***
=== 
=case          ejabberd_SUITE:mam_query_all_slave
=group_props   [{name,"mam_query_all"}]
=started       2021-12-10 23:38:08
=result        skipped: {disabled_backend,sqlite}
=== *** Skipping test case #1528 {ejabberd_SUITE,mam_query_all_slave} ***
